Title,URL,release_year,rating,votes,type,des,pos,crews,stars
31. Masters of the sky,/title/tt4870988/?ref_=sr_i_31,2014,,,Short,"Masters of the Sky follows the tale of veteran pigeon fighter Mehmood ustaad, and his young apprentice Huzaifa, as they take the viewer through a journey that unfolds the art of pigeon fighting in a close knit community called Jamshed road in the city of Karachi. Here, the love and art of pigeon fighting is seen on the rooftops of old men, and in the narrow winding streets of the pigeon market. This documentary shows an old sport being passed down from one generation to the next through word of mouth and practice, revealing a passion that drives a small group of people to train hundreds of pigeons to claim their worth as masters.",,"['Drama', 'Back to top']","['Haseeb Khan', 'Iqra Aziz', 'Imran Ashraf', 'Syed Jibran', 'Kashif Mehmood', 'Zaib Rehman', 'Asma Abbas', 'Ismat Iqbal']"
32. Ranjha Ranjha Kardi,/title/tt9198190/?ref_=sr_i_32,2018– ,8.8,(1.2K),TV Series,It's a story about a slum girl (Noori) and the harsh reality of society . Noori has a dream to live a respectable life but faces too many hurdles to find that living standard. Other character is Bhola who is an autistic adult and only son of a rich widow . Bhola's mother is worried about her autistic son . Noori's awkward situation forced her to marry bhola and she accepts him as husband to live a respectful life.,"https://m.media-amazon.com/images/M/MV5BNDcwOWNlN2ItZDYyOC00NDliLTgxOGUtMjAzMTA2NGM3N2E2XkEyXkFqcGdeQXVyNjI4NjQzNzM@._V1_QL75_UX140_CR0,1,140,207_.jpg","['Drama', 'Mystery', 'Thriller', 'Back to top']","['Sarwat Gilani', 'Yasra Rizvi', 'Nimra Bucha', 'Mehar Bano', 'Kashif Hussain', 'Omair Rana', 'Meher Jaffri', 'Zara Usman', 'Amtul Baweja', 'Hina Khawaja Bayat', 'Adnan Malik', 'Eman Suleman', 'Fawad Khan', 'Faris Shafi', 'Mahira Khan', 'Adnan Shah', 'Sarmad Sultan Khoosat', 'Dimeji Ewuoso']"
33. Churails,/title/tt12803682/?ref_=sr_i_33,2020– ,8.2,(4.4K),TV Series,Four women set up an undercover detective agency to expose philandering husbands.,"https://m.media-amazon.com/images/M/MV5BYmJhMWViMjMtOGYwMC00YjY5LWFjYzktMDlhZjdmOGZlNmMwXkEyXkFqcGdeQXVyMTIyMjIwMDAw._V1_QL75_UX140_CR0,6,140,207_.jpg","['Drama', 'Horror', 'Back to top']","['Ramesha Nawal', 'Omar Javaid', 'Bakhtawar Mazhar', 'Mohammad Ali Hashmi', 'Adnan Shah', 'Jibran Khan', 'Vajdaan Shah']"
34. In Flames,/title/tt27470830/?ref_=sr_i_34,2023,6.3,(136),,"After the death of the family patriarch, a mother and daughter's precarious existence is ripped apart. They must find strength in each other if they are to survive the malevolent forces that threaten to engulf them.","https://m.media-amazon.com/images/M/MV5BOTQxMmU3ZjAtZWQwNy00YWEwLWJmMDktYjQ0OTcwOWMyN2QzXkEyXkFqcGdeQXVyNTM0Nzk1MDQ@._V1_QL75_UY207_CR0,0,140,207_.jpg","['Drama', 'Romance', 'Back to top']","['Imran Abbas', 'Shezray', 'Sadia Khan', 'Firdaus Jamal', 'Usmaan Peerzada', 'Mazhar Qureshi', 'Nabeel Bin Shahid', 'Kubra Khan', 'Fahad Rehmani', 'Afzal Khan', 'Humayoun Ashraf', 'Saba Faisal']"
35. Khuda Aur Muhabbat,/title/tt6177246/?ref_=sr_i_35,2016– ,8.3,(405),TV Series,A boy from a rich modern family falls in love with a girl from a religious family. The boy goes rogue against his family in order to pursuit his love.,"https://m.media-amazon.com/images/M/MV5BMTBjNjFkNDAtMzdhNi00YjYyLWE2YjMtYjAxMGQyYTJmMDdhXkEyXkFqcGdeQXVyNjI4NjQzNzM@._V1_QL75_UY207_CR34,0,140,207_.jpg","['Drama', 'Romance', 'Back to top']","['Hamza Ali Abbasi', 'Maya Ali', 'Aiman Khan', 'Saba Wasim Abbas', 'Lubna Aslam', 'Ismat Zaidi', 'Gohar Rasheed', 'Naeem Tahir', 'Shehrayar Zaidi', 'Laila Zuberi', 'Arjumand Rahim', 'Saleem Mairaj', 'Vasay Chaudhry', 'Mehmood Aslam', 'Talat Hussain', 'Faizan Haqquee', 'Haris Waheed', 'Ayesha Khan']"
36. Mann Mayal,/title/tt5371704/?ref_=sr_i_36,2016,7.9,(2.1K),TV Series,"The story revolves around two neighbors, Manahil (Maya Ali) and Salahuddin (Hamza Ali Abbasi). They live in a provincial town in Sindh. Manahil, nicknamed as Mannu is best friend of Salahuddin's younger sister Beeya (Aiman Khan). Mannu's family is joint and wealthy where as Salahuddin lives a simple life with his mother (Ismat Zaidi), father (Shehryar Zaidi) and sister.","https://m.media-amazon.com/images/M/MV5BMTA0ZmVhYzgtN2YwYi00YzMzLWIwY2UtMzM4OTMxNzAxOGI3XkEyXkFqcGdeQXVyNjI1OTAxMDA@._V1_QL75_UY207_CR1,0,140,207_.jpg","['Drama', 'Back to top']","['Feroze Khan', 'Neelam Muneer']"
37. Khumar,/title/tt30069262/?ref_=sr_i_37,2023– ,9.2,(98),TV Series,,"https://m.media-amazon.com/images/M/MV5BZDEyNDNhZTAtNDNiYy00YmE0LWI3ODktYzdjMDhjOTUxMjdmXkEyXkFqcGdeQXVyMTY4OTczODg2._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Back to top']","['Mahira Khan', 'Usman Mukhtar', 'Kubra Khan', 'Zainab Qayum', 'Ali Tahir', 'Huma Nawab', 'Haroon Shahid', 'Omair Rana', 'Shamim Hilaly', 'Laila Wasti', 'Kaif Ghaznavi', 'Annie Zaidi']"
38. Hum Kahan Ke Sachay Thay,/title/tt15678778/?ref_=sr_i_38,2021– ,6.8,(250),TV Series,"Story of orphan girl Mehreen and her cousin Mashaal. How the Series of childhood abuse from their elders and unnecessary comparisons between them brought up the haeat and hattered between them, ultimately ended up on different level. The buffered love story.","https://m.media-amazon.com/images/M/MV5BNTUwY2MxMDQtYTViYS00MjFkLWE5MzctOTgwODZiOTg5OGJmXkEyXkFqcGdeQXVyNTA4NjMyNjE@._V1_QL75_UY207_CR68,0,140,207_.jpg","['Drama', 'History', 'Romance', 'Back to top']","['Omair Rana', 'Sonya Hussain', 'Zaib Rehman', 'Madiha Rizvi', 'Uzma Baig', 'Abid Ali', 'Qavi Khan', 'Mustafa Afridi', 'Ahsan Khan', 'Ahad Raza Mir', 'Sajal Ali', 'Mawra Hocane', 'Shehroz Sabzwari', 'Uzma Hassan', 'Hira Salman', 'Rabia Butt', 'Ali Rizvi']"
39. Aangan,/title/tt9258292/?ref_=sr_i_39,2018– ,8.1,(140),TV Series,"Set before 1940s, a Hindustani family that was divided mercilessly before the partition of Pakistan by the unfortunate time incidents.","https://m.media-amazon.com/images/M/MV5BMjNhNWUxZTYtODRlNC00NjQ3LThlOTEtNWE5ZjgyYzMzN2Y1XkEyXkFqcGdeQXVyNDI2NjExNDA@._V1_QL75_UY207_CR64,0,140,207_.jpg","['Drama', 'Back to top']","['Nazish Jahangir', 'Jahanzeb Khan', 'Faysal Qureshi', 'Asad Siddiqui', 'Laila Zuberi']"
40. Shikaar,/title/tt30220048/?ref_=sr_i_40,2023– ,7.8,(5),TV Series,When light of love transforms into a savage obsession; dark consequences are born. Bakhtawar would flip the world upside down out of overprotective and intense love for his brother.,"https://m.media-amazon.com/images/M/MV5BYjIzM2FhOTctY2QxZS00NDIyLWI1MTQtZDgzMzk3NWExMTZiXkEyXkFqcGdeQXVyMTczMzE4MDQx._V1_QL75_UX140_CR0,21,140,207_.jpg","['Drama', 'Back to top']","['Muhammad Hassaan', 'Neelam Muneer', 'Imran Abbas', 'Nimra Khan', 'Anas Ali Imran']"
41. Ehraam-e-Junoon,/title/tt27705147/?ref_=sr_i_41,2023– ,7.1,(116),TV Series,"Stubborn rich girl Shanzay can't find her desirable man until she meets Shayan. She is drawn to him and wants to provide him better lifestyle. But, he refuses because he loves Shajela. Will Shanzay get Shayan or will she be left alone?","https://m.media-amazon.com/images/M/MV5BMDU3MmZiN2MtYzhkMy00MjRlLTkxMmQtOWE1MzVhZTJiMWMxXkEyXkFqcGdeQXVyMTI0NzY1MTg5._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Back to top']","['Poonam Sharma Official', 'Saba Qamar', 'Bilal Abbas Khan', 'Azekah Daniel', 'Aijaz Aslam', 'Maira Khan', 'Emmad Irfani', 'Ushna Shah', 'Shehrayar Zaidi']"
42. Cheekh,/title/tt10319942/?ref_=sr_i_42,2019– ,8.4,(304),TV Series,"The trials and tribulations of a woman, Mannat who seeks justice for the murder of her friend, Nayyab.","https://m.media-amazon.com/images/M/MV5BMzMwZmIwNDUtNWJmNS00NmE4LTkyZDEtM2Q5NjBlNjNjYjExXkEyXkFqcGdeQXVyNjI4NjQzNzM@._V1_QL75_UY207_CR12,0,140,207_.jpg","['Drama', 'Back to top']","['Humaima Malik', 'Samiya Mumtaz', 'Hajra Yamin', 'Gohar Rasheed', 'Nazar ul Hasan', 'Faraz Ali', 'Naeema Naeem Butt']"
43. Jindo,/title/tt27935737/?ref_=sr_i_43,2023– ,9.2,(45),TV Series,"In the rustic dunes and deserts of Pakistan, a fierce woman revolts against tribal patriarchy and horrific injustice.","https://m.media-amazon.com/images/M/MV5BODk5MzU3OTctOGM2NC00NmNkLWExMTEtNjk3YTAzZDgyNmExXkEyXkFqcGdeQXVyODg1MTc3MTM@._V1_QL75_UY207_CR10,0,140,207_.jpg","['Drama', 'Back to top']","['Agha Ali', 'Babar Ali', 'Srha Asghar', 'Abbas Ashraf', 'Samia Butt', 'Ali Josh', 'Mansha Pasha', 'Laila Wasti']"
44. Mor Chaal,/title/tt29452203/?ref_=sr_i_44,2023,8.8,(16),TV Series,"The narrative of the 'Mor Chaal' drama series revolves around Maheen, a professional lawyer and dedicated social worker who has tirelessly championed women's rights throughout her career. Her assertive yet compassionate nature becomes a powerful tool in her fight for women's rights. In contrast, her husband, Asher Ibraham, a renowned writer, possesses a charismatic but duplicitous personality, effortlessly ensnaring young and beautiful women with his eloquent words. In a parallel realm, Aroosa, a 22-year-old girl hailing from a destitute village family, faces an unsettling proposal from the village chief's son. Fearing for her safety, Aroosa's parents seek refuge for her with Maheen, aided by a local reporter, shielding her from the antagonist's malevolent intentions. Maheen offers her shelter, embracing Aroosa as her younger sister. Aroosa finds solace and security within the company of the esteemed couple. Tragically, Asher succumbs to his own desires, plunging the story into a moral dilemma that forces Maheen to choose between her husband and the young girl under her protection. This series intricately examines the societal and economic marginalization endured by citizens within the country, subtly shedding light on deeply ingrained issues such as sexual assault, harassment, the lack of integrity among those in positions of power, and other afflictions that detrimentally affect the lives of the innocent.","https://m.media-amazon.com/images/M/MV5BZmFjZWYyMDQtNmM4Zi00Y2Q2LTk1YTMtMWNkZGI3YjQ0ZDc0XkEyXkFqcGdeQXVyMTI3MjcxMTAx._V1_QL75_UY207_CR2,0,140,207_.jpg","['Adventure', 'Drama', 'History', 'Back to top']","['Ava Gardner', 'Stewart Granger', 'Bill Travers', 'Abraham Sofaer', 'Francis Matthews', 'Marne Maitland', 'Peter Illing', 'Edward Chapman', 'Freda Jackson', 'Lionel Jeffries', 'Alan Tilvern', 'Ronald Adam', 'Anthony Bushell', 'Eric Corrie', 'George Cukor', 'Roger Delgado', 'Dharma Emmanuel', 'Raymond Francis']"
45. Bhowani Junction,/title/tt0049007/?ref_=sr_i_45,1956,6.4,(2.1K),,Anglo-Indian Victoria Jones seeks her true identity amid the chaos of the British withdrawal from India.,"https://m.media-amazon.com/images/M/MV5BOWI0OWYzNmEtOTZkZi00NzA4LWE1MjEtNTRiMmUxYzRlN2U1XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Back to top']","['Faryal Mehmood', 'Sohail Sameer', 'Bakhtawar Mazhar', 'Tooba Siddiqui', 'Gulshan Majeed', 'Akbar Islam', 'Shees Sajjad Gul']"
46. Wakhri (One of a Kind),/title/tt9885000/?ref_=sr_i_46,2023,7.0,(40),,A school teacher becomes a viral sensation overnight when she accidentally unleashes her unabashed opinions on social media. This newfound fame comes with its own challenges as she has to navigate archaic mindsets and secret identities.,"https://m.media-amazon.com/images/M/MV5BMDZjZGQxMDUtNTEzMi00MGQxLWE0ZTgtZGQ5ZDI2NWU1MDU3XkEyXkFqcGdeQXVyMjg4MTAzMjk@._V1_QL75_UX140_CR0,3,140,207_.jpg","['Action', 'Drama', 'Romance', 'Back to top']","['Mikaal Zulfiqar', 'Armeena Rana Khan', 'Sabeeka Imam', 'Hassan Niazi', 'Ibrahim Alavi', 'Belal Shahid', 'Malik Aqeel', 'Samina Ahmed', 'Imran Uppal', 'Laila Zuberi', 'Aurangzeb Khan Chandio', 'Sair Hassan', 'Nomaan Khan']"
47. Sher Dil,/title/tt9129166/?ref_=sr_i_47,2019,5.5,(674),,"SherDil follows it's lead character Haris Mustafa, as he journeys from the academy to becoming a Flt Lt in the PAF, chasing his goals that are layered with personal and professional challenges.","https://m.media-amazon.com/images/M/MV5BNzFkNWJhZWYtMmE0Ni00NGUzLWI2ZDktYzFkZDhkNDNkN2RjXkEyXkFqcGdeQXVyODg1MTc3MTM@._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Romance', 'Back to top']","['Haris Waheed', 'Anam Tanveer', 'Affan Waheed', 'Haroon Shahid', 'Hira Salman']"
48. Do Bol,/title/tt10319478/?ref_=sr_i_48,2019,8.4,(438),TV Series,Badar who belongs to a poor family struggling himself to put his crush with a rich girl gaiti lead him to a horrible finish.,"https://m.media-amazon.com/images/M/MV5BZDMyNWUzZWItNjhiMS00ZTBmLThjYzAtZGNiMGUwZjMzOGI0XkEyXkFqcGdeQXVyNjI4NjQzNzM@._V1_QL75_UY207_CR7,0,140,207_.jpg","['Drama', 'Romance', 'Back to top']","['Ramsha Khan', 'Wahaj Ali', 'Saba Hameed', 'Arjumand Rahim', 'Shahood Alvi', 'Sana Askari', 'Samina Ahmed', 'Shaheen Khan', 'Saba Faisal', 'Saife Hassan', 'Javeria Abbasi', 'Ali Abbas', 'Danial Afzal Khan', 'Ali Abbas', 'Zohab Khan', 'Zuhab Khan', 'Alisha Chaudhary', 'Sajeer Uddin']"
49. Ghissi Pitti Mohabbat,/title/tt12826608/?ref_=sr_i_49,2020– ,8.3,(152),TV Series,"Ghisi Piti Mohabbat depicts the story of a girl who faces betrayal in life when she gets married. The serial is a love story between Samiya (Ramsha Khan) and Rizwan (Wahaj Ali), who is an internet sensation. Both despite their differences, fall in love and run away to get married as their families are against the match. But reality enters when Rizwan's mother and sister do not accept his new bride and blame her for trapping their naive son. But Samiya is a quirky, over-the-top, brash and confident millennial girl, who does not think that the worth of any girl should be determined by the state of her marital life. She is not one to cry over these changed circumstances, rather meets them head-on.","https://m.media-amazon.com/images/M/MV5BMzhkZGE2N2MtNGJmZi00NThiLWJkYWQtMTZmNDk4NmY4ZGIxXkEyXkFqcGdeQXVyMTE0NjEzMzg3._V1_QL75_UY207_CR86,0,140,207_.jpg","['Biography', 'Crime', 'Drama', 'Back to top']","['Ahmed Ali Akbar', 'Resham', 'Amna Ilyas', 'Syed Muhammad Ali', 'Ahmad Ali Butt', 'Razia Malik', 'Arham Khan', 'Ahsen Murad', 'Fahad Hashmi', 'Syed Tanveer Hussain', 'Sarmed Aftab Jadran', 'Munir Khan', 'Samiya Mumtaz', 'Ebtisam Mustafa', 'Sardar Nabeel', 'Omair Rana', 'Ali Aftab Saeed', 'Habiba Sufyan']"
50. Gunjal,/title/tt21315862/?ref_=sr_i_50,2023,8.6,(56),,"When the killer of an adolescent labor activist is acquitted, journalist Shahbaz Bhatti sees glaring loopholes in the verdict, and begins a quest for justice. But each lead he follows contradicts the one before, and the twisted story reveals the ugly truth of child labor in 1990's Pakistan.","https://m.media-amazon.com/images/M/MV5BZmNhOTBhM2YtY2RkYS00ZWUwLWE4MzAtZDA4MDJkMGUxMGVhXkEyXkFqcGdeQXVyMTM0MDg5ODI0._V1_QL75_UY207_CR13,0,140,207_.jpg","['Drama', 'Back to top']","['Iqra Aziz', 'Talha Chahour', 'Rabya Kulsoom']"
51. Mannat Murad,/title/tt29256428/?ref_=sr_i_51,2023– ,8.2,(43),TV Series,"Mannat and Murad's hearts find solace in each other's presence, and they fall in love. Their families interference creates misunderstandings between them testing the strength of their bond. Will their families agree to their union?","https://m.media-amazon.com/images/M/MV5BMzE3MmE4ZTAtZmNmZS00NGJhLWJmNGUtNTFmOGJiMTkyNmM2XkEyXkFqcGdeQXVyMTY4OTczODg2._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Family', 'Romance', 'Back to top']","['Yumna Zaidi', 'Feroze Khan', 'Mirza Zain Baig', 'Saman Ansari', 'Abid Ali', 'Aliee Shaikh', 'Mizna Waqas', 'Shamim Hilaly', 'Marina Khan', 'Tanveer Jamal', 'Nida Mumtaz', 'Ali Sheikh', 'Zia Gurchani', 'Mariyam Nafees', 'Zaheen Tahira', 'Sonia Rehman', 'Sarmad Irfan Khosat', 'Lubna Aslam']"
52. Dil Kya Karay,/title/tt11312664/?ref_=sr_i_52,2019,7.0,(122),TV Series,"Armaan and Saadi are inseparable best friends who love each other to death like brothers. Aiman comes from America and Armaan falls in love with her. However Saadi begins to like Aiman as well and Aiman begins to like Saadi as well, causing Armaan to corner his feelings for her and this causes him to dislike his own mother who has been against Aiman and has been very cunning, which was coming in front of his eyes finally. Saadi marries Aiman and Armaan is heartbroken, and Saadi later finds out that Armaan likes her and is disappointed that he never was informed and feels as if Armaan distanced Saadi from himself. Armaan moves to Dubai. Some time later, Saadi is kidnapped by a politician and is killed while going to Armaan after he is let go from the kidnappers. Armaan is mentally deranged after this, because Aiman blames him out of anger and Armaan tries to kill himself. Armaan decides he should be there for Aiman because she has nobody now. He begins to take care of Aiman and her child, and begin their fight for justice for Saadi's death with the corrupt politicians. The last episode begins when Aiman is missing from the house and everyone is worried and panicking about her whereabouts.","https://m.media-amazon.com/images/M/MV5BOGQ5MzA1ZWYtMTc5NC00YmQ5LTg1MTQtZTAxN2MwOTJiZThkXkEyXkFqcGdeQXVyNTA4NjMyNjE@._V1_QL75_UY207_CR141,0,140,207_.jpg","['Drama', 'Family', 'Romance', 'Back to top']","['Zara Tareen', 'Sajal Ali', 'Alyy Khan', 'Ahad Raza Mir', 'Samina Ahmed', 'Savera Nadeem', 'Samiya Mumtaz', 'Adnan Jaffar', 'Manzar Sehbai', 'Raza Talish']"
53. Dhoop Ki Deewar,/title/tt13129104/?ref_=sr_i_53,2021– ,7.2,(434),TV Mini Series,"The genre happens to be a cross-border love story. Sara Sher Ali from Pakistan and Vishaal Malhotra find themselves caught in an ugly social media encounter when their fathers die in an age-old battle between the borders. They develop a bond and navigate through their loss together. ""Two warring nation made a choice but who really paid the price"" - while asking this thought provoking question, the series preaches #heartoverhate.","https://m.media-amazon.com/images/M/MV5BNWYwYWU2NDUtZGZjOC00OTNlLTkzNjEtZGZkYWI4NDBlNzc1XkEyXkFqcGdeQXVyMTIzMzg0MTM2._V1_QL75_UY207_CR13,0,140,207_.jpg","['Biography', 'Drama', 'Romance', 'Back to top']","['Saba Qamar', 'Imran Abbas', 'Haris Waheed', 'Sidra Niazi', 'Salman Shahid', 'Nayyar Ejaz', 'Asad Siddiqui', 'Maha Hassan']"
54. Tumharey Husn Kay Naam,/title/tt17554094/?ref_=sr_i_54,2023,8.9,(49),TV Series,The drama docus mostly of two artist and their passion for ART with their ongoing romantic college days chemistry.,"https://m.media-amazon.com/images/M/MV5BZGE3ODgxZGMtNDU1YS00YTkyLWIwMGUtMmM3YjJiMWRjNjVlXkEyXkFqcGdeQXVyNjM3NjA2OTI@._V1_QL75_UX140_CR0,18,140,207_.jpg","['Adventure', 'Comedy', 'Drama', 'Back to top']","['Mehwish Hayat', 'Hania Aamir', 'Samina Ahmad', 'Mohsin Abbas Haider', 'Faiza Hasan', 'Noor ul Hasan', 'Ghalib Kamal', 'Fahad Mustafa', 'Musa Muhammed Olayinka', 'Qaiser Piya', 'Om Puri']"
55. Load Wedding,/title/tt8581366/?ref_=sr_i_55,2018,7.2,(1K),,"A young man gets married before his older sister leaving her bitter, jealous, and without a proper dowry.","https://m.media-amazon.com/images/M/MV5BOWFmOTBlZGUtZWNmMy00YzA0LWE2OWUtNDBmYWFkNTBkMWZkXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_QL75_UX140_CR0,1,140,207_.jpg","['Documentary', 'Short', 'Drama', 'Back to top']","['Sarkar Abbas', 'Mohammad Jawad']"
56. Saving Face,/title/tt2140371/?ref_=sr_i_56,2012,8.0,(1.5K),Short,Plastic surgeon Dr. Mohammad Jawad returns to his native Pakistan to help those left horribly scarred by acid attacks.,"https://m.media-amazon.com/images/M/MV5BMGExZTAxYzAtYWQzOC00YTU0LWFiOWMtMDNjYjc0N2I2NDM5XkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_QL75_UX140_CR0,1,140,207_.jpg","['Drama', 'Back to top']","['Sanam Saeed', 'Mohib Mirza', 'Tipu Yorguc Sharif', 'Ajab Gul', 'Rasheed Naz', 'Laila Zuberi', 'Huma Nawab', 'Minsa Malik', 'Sarfraz Ashraf', 'Tariq Jamal', 'Ishrat Abbas', 'Jamal Afridi']"
57. Deedan,/title/tt9179042/?ref_=sr_i_57,2018– ,7.6,(43),TV Series,Deedan tells the story of two friends from a rural village: One girl serendipitously finds fortune in the big city while under the thumb of her husband; The other is forced to remain in the mountains in a warped family situation.,"https://m.media-amazon.com/images/M/MV5BOTI1NzIyN2ItN2EzYS00MWU2LTk0YWYtOGYzODgxYmQxM2Y3XkEyXkFqcGdeQXVyNjI4NjQzNzM@._V1_QL75_UY207_CR56,0,140,207_.jpg","['Drama', 'Back to top']","['Nouman Ijaz', 'Kubra Khan', 'Mikaal Zulfiqar', 'Omair Rana', 'Sania Saeed', 'Uzma Hassan', 'Najeeba Faiz', 'Tipu Yorguc Sharif', 'Qazi Wajid']"
58. Sange Mar Mar,/title/tt6260132/?ref_=sr_i_58,2016– ,8.9,(574),TV Series,"The story focuses on the family of Gulistan Khan, a cruel man who rules his family with an iron will and wields considerable influence in the area where he lives","https://m.media-amazon.com/images/M/MV5BYTczZjVlMjAtNzEyZS00OTU5LTg0OTktZmM5NDdhYjM1ZjJiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjYyOTA1NDY@._V1_QL75_UY207_CR124,0,140,207_.jpg","['Drama', 'History', 'Back to top']","['Sajal Ali', 'Bilal Abbas Khan', 'Sheheryar Munawar', 'Farhan Ali Agha', 'Farhan Ally Agha', 'Mojiz Hasan', 'Marina Khan', 'Zehra Nawab', 'Reham Rafiq', 'Naveed Raza', 'Manzar Sehbai', 'Jawed Sheikh', 'Faham Usman', 'Ali Zafar']"
59. Khel Khel Mein,/title/tt15223726/?ref_=sr_i_59,2021,5.2,(584),,The plot of Khel Khel Mein revolves around the ever growing myths and mistrust after the fall of Dhaka.,"https://m.media-amazon.com/images/M/MV5BNDYzNjllZjMtNWVmNi00ZGY3LWExNzMtOTU0M2Q5ZDZkYzQwXkEyXkFqcGdeQXVyNzg1MTYxMTY@._V1_QL75_UY207_CR4,0,140,207_.jpg","['Drama', 'Back to top']","['Anmol Baloch', 'Hamza Sohail', 'Erum Akhtar', 'Hiba Aziz', 'Mohsin Abbas Haider', 'Ayesha Gul', 'Salma Asim', 'Zia Gurchani', 'Fazila Qazi', 'Sabiha Hashmi', 'Akber Islam']"
60. Sirf Tum,/title/tt28434292/?ref_=sr_i_60,2023– ,8.4,(62),TV Series,,"https://m.media-amazon.com/images/M/MV5BMmRlZWExYTQtZWExZC00ZmY4LThjMWUtZDZmOTZhYjM5NzFlXkEyXkFqcGdeQXVyMTI0NzY1MTg5._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Romance', 'Back to top']","['Jimi Mistry', 'Kristin Kreuk', 'Neve Campbell', 'John Light', 'Irrfan Khan', 'Madhur Jaffrey', 'Arya Babbar', 'Lushin Dubey', 'Chenier Hundal', 'Jesse Moss', 'Jaden Rain', 'Dolly Ahluwalia', 'Tony Ali', 'Darshan Aulakh', 'Baljinder Bhangu', 'Bhavna', 'Maniki Deep', 'Rupi Dhillon']"
61. Partition,/title/tt0213985/?ref_=sr_i_61,2007,6.9,(2.7K),,"During the turmoil and violence of Partition, a Sikh ex-soldier, haunted by war, offers shelter to a young Muslim woman who has been separated from her family.","https://m.media-amazon.com/images/M/MV5BMTIxNDQ4NDI2M15BMl5BanBnXkFtZTcwMTI1MjU0MQ@@._V1_QL75_UY207_CR2,0,140,207_.jpg","['Drama', 'Back to top']","['Ali Abbas', 'Laiba Khan', 'Haroon Shahid']"
62. Baylagaam,/title/tt29471417/?ref_=sr_i_62,2023– ,3.2,(8),TV Series,,"https://m.media-amazon.com/images/M/MV5BYTlmYzQ1MGEtNzg2Ny00ZmUxLTgxYWMtODQyZjM4NDkyODZmXkEyXkFqcGdeQXVyMTY4OTczODg2._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Romance', 'Back to top']","['Hira Mani', 'Umer Farooq', 'Humayun Saeed', 'Ayeza Khan', 'Sheikh Arsalan Anwer', 'Adnan Siddiqui']"
63. Meray Paas Tum Ho,/title/tt11357100/?ref_=sr_i_63,2019–2020,8.4,(3.3K),TV Series,An honest middle-class guy madly in love with his wife struggles when she leaves him because of money.,"https://m.media-amazon.com/images/M/MV5BNDkzNWY2M2QtYzhiMC00N2Y2LWIyMTYtMWEzMTJiOWMxNjlkXkEyXkFqcGdeQXVyNzE4NzE3NDg@._V1_QL75_UY207_CR210,0,140,207_.jpg","['Drama', 'Romance', 'Back to top']","['Feroze Khan', 'Sajal Ali', 'Samina Ahmad', 'Saleem Mairaj', 'Imran Ashraf', 'Salman Saeed', 'Mehmood Akhtar', 'Rubina Ashraf', 'Sundus Tariq', 'Farah Shah', 'Humaira Bano', 'Behroze Sabzwari', 'Sadia Ghaffar', 'Ali Saqi']"
64. Gul-e-Rana,/title/tt5769618/?ref_=sr_i_64,2015–2016,7.3,(223),TV Series,"Gul-e-Rana is a young woman who regularly advocates for women's rights. However, tragedy finds her when she is forced into marrying Adeel, an abusive man with a vastly different point of view.","https://m.media-amazon.com/images/M/MV5BYTU5ODEwZWUtYTNiZC00YjBlLWI1OGItMDU0ZWM0ZjVjOTU1XkEyXkFqcGdeQXVyMTMwODU3MTcw._V1_QL75_UY207_CR1,0,140,207_.jpg","['Drama', 'Back to top']","['Nouman Ijaz', 'Zaviyar Nouman Ijaz', 'Imran Aslam', 'Zain Mughal', 'Wahaj Khan', 'Sahiba Afzal']"
65. Gunjal drama,/title/tt28300827/?ref_=sr_i_65,2023– ,,,TV Series,Gunjal drama story revolves around the mere concept of Life is a tangled mess that gets more tangled the more you try to untangle it. There are nets of hatred on the flights of desires. The rise of love is the fall of closure.,"https://m.media-amazon.com/images/M/MV5BNmI0OGRhYzktNDJhOC00ZGVkLWIxYWQtZDcyZWQzMTEwOTAzXkEyXkFqcGdeQXVyOTIzOTgwNDE@._V1_QL75_UY207_CR96,0,140,207_.jpg","['Drama', 'Family', 'Back to top']","['Wajahat Ullah Khan', 'Neelam Muneer', 'Yasir Nawaz', 'Hira Salman', 'Imran Ashraf', 'Alizeh Shah', 'Hassam Khan']"
